,ori,ncic_agency_name,state_abbr,city_name
19091,PA055DE00,BN: SNYDER COUNTY,PA,HARRISBURG
19092,PA055SP00,SP: SNYDER COUNTY,PA,SELINGROVE
19093,PA0560000,SOMERSET CO SO SOMERSET,PA,SOMERSET
19094,PA0560100,MEYERSDALE PD,PA,MEYERSDALE
19095,PA0560200,SOMERSET PD,PA,SOMERSET
19096,PA0560300,WINDBER PD,PA,WINDBER
19097,PA0560400,BERLIN PD,PA,BERLIN
19098,PA0560500,BOSWELL PD,PA,BOSWELL
19099,PA0560600,CENTRAL CITY,PA,CENTRAL CITY
19100,PA0560700,CONEMAUGH TWP PD JOHNSTOWN,PA,JOHNSTOWN
19101,PA0560800,CONFLUENCE PD,PA,CONFLUENCE
19102,PA0560900,HOOVERSVILLE PD,PA,HOOVERSVILLE
19103,PA0561000,JENNER TWP PD JENNER,PA,BOSWELL
19104,PA0561100,JENNERSTOWN,PA,JENNERSTOWN
19105,PA0561200,SALISBURY,PA,SALISBURY
19106,PA0561300,PAINTBORO WINDBER,PA,WINDBER
19107,PA0561400,SHADE TOWNSHIP,PA,CAIRNBROOK
19108,PA0561700,INDIAN LAKE PD CENTRAL CITY,PA,CENTRAL CITY
19109,PA0561800,ROCKWOOD PD,PA,ROCKWOOD
19110,PA0561900,SEVEN SPRINGS PD CHAMPION,PA,CHAMPION
19111,PA0562000,PAINT TWP PD WINDBER,PA,WINDBER
19112,PA0562100,GARRETT,PA,GARRETT
19113,PA0562500,ELK LICK TWP POLICE DEPT WEST SALISBURY,PA,WEST SALISBURY
19114,PA0562600,SUMMIT TOWNSHIP POLICE DEPARTMENT,PA,MEYERSDALE
19115,PA0562700,SPR: KOOSER,PA,SOMERSET
19116,PA0562800,SPR: LAUREL RIDGE,PA,ROCKWOOD
19117,PA0562900,SPR: LAUREL HILL,PA,SOMERSET
19118,PA056BF00,BF: SOMERSET COUNTY,PA,HARRISBURG
19119,PA056DE00,BN: SOMERSET COUNTY,PA,HARRISBURG
19120,PA056SP00,SP: SOMERSET COUNTY,PA,SOMERSET
19121,PA0570000,SULLIVAN CO SO LAPORTE,PA,LAPORTE
19122,PA0570100,DUSHORE BORO PD DUSHORE,PA,DUSHORE
19123,PA0570400,SPR: WORLDS END,PA,FORKSVILLE
19124,PA057BF00,BF: SULLIVAN COUNTY,PA,HARRISBURG
19125,PA057DE00,BN: SULLIVAN COUNTY,PA,HARRISBURG
19126,PA057SP00,SP: SULLIVAN COUNTY,PA,DUSHORE
19127,PA0580000,SUSQUEHANNA CO SO MONTROSE,PA,MONTROSE
19128,PA0580100,SUSQUEHANNA PD,PA,SUSQUEHANNA
19129,PA0580200,FOREST CITY PD,PA,FOREST CITY
19130,PA0580300,LANESBORO PD,PA,SUSQUEHANNA
19131,PA0580400,MONTROSE PD,PA,MONTROSE
19132,PA0580500,OAKLAND PD SUSQUEHANNA DEPOT,PA,SUSQUEHANNA
19133,PA0580600,HALLSTEAD,PA,GREAT BEND
19134,PA0580800,CLIFFORD TWP PD CLIFFORD,PA,CLIFFORD
19135,PA0581100,LITTLE MEADOWS BOROUGH PD LITTLE MEADOWS,PA,LITTLE MEADOWS
19136,PA0581200,APOLACON TWP PD LITTLE MEADOWS,PA,LITTLE MEADOWS
19137,PA0581300,SILVER LAKE TOWNSHIP PD BRACKNEY,PA,BRACKNEY
19138,PA0581500,HOP BOTTOM BOROUGH PD,PA,HOP BOTTOM
19139,PA0581800,UNION DALE POLICE DEPARTMENT,PA,UNION DALE
19140,PA0581900,GREAT BEND,PA,GREAT BEND
19141,PA058BF00,BF: SUSQUEHANNA COUNTY,PA,HARRISBURG
19142,PA058DE00,BN: SUSQUEHANNA COUNTY,PA,HARRISBURG
19143,PA058SP00,SP: SUSQUEHANNA COUNTY,PA,NEW MILFORD
19144,PA0590000,TIOGA CO SO WELLSBORO,PA,WELLSBORO
19145,PA0590100,WELLSBORO PD,PA,WELLSBORO
19146,PA0590200,MANSFIELD PD,PA,MANSFIELD
19147,PA0590300,BLOSSBURG PD,PA,BLOSSBURG
19148,PA0590400,ELKLAND PD,PA,ELKLAND
19149,PA0590600,LAWRENCE TWP PD LAWRENCEVILLE,PA,LAWRENCEVILLE
19150,PA0590700,WESTFIELD PD,PA,WESTFIELD
19151,PA0590900,MANSFIELD UNIV CAMPUS PD MANSFIELD,PA,MANSFIELD
19152,PA0591100,LAWRENCEVILLE,PA,LAWRENCEVILLE
19153,PA0591200,TIOGA,PA,TIOGA
19154,PA0591400,WESTFIELD TWP PD WESTFIELD,PA,MANSFIELD
19155,PA0591700,OSCEOLA TWP OSCEOLA,PA,OSCEOLA
19156,PA0591800,GAINES TOWNSHIP POLICE DEPARTMENT GAINES,PA,GAINES
19157,PA0591900,NELSON TOWNSHIP POLICE DEPARTMENT,PA,NELSON
19158,PA0592000,,PA,WELLSBORO
19159,PA0592100,,PA,WELLSBORO
19160,PA059BF00,BF: TIOGA COUNTY,PA,HARRISBURG
19161,PA059DE00,BN: TIOGA COUNTY,PA,HARRISBURG
19162,PA059SP00,SP: TIOGA COUNTY,PA,MANSFIELD
19163,PA05BCI0X,SP BCI: BEDFORD COUNTY,PA,
19164,PA0600000,UNION CO SO LEWISBURG,PA,LEWISBURG
19165,PA0600100,LEWISBURG PD,PA,LEWISBURG
19166,PA0600200,EAST BUFFALO TWP PD LEWISBURG,PA,LEWISBURG
19167,PA0600300,MIFFLINBURG PD,PA,MIFFLINBURG
19168,PA0600600,NEW BERLIN PD,PA,NEW BERLIN
19169,PA060070X,UNION TOWNSHIP,PA,
19170,PA0600800,HARTLETON,PA,LAURELTON
19171,PA0600900,,PA,MIFFINBURG
19172,PA0601100,BUFFALO VALLEY REGIONAL,PA,LEWISBURG
19173,PA060BF00,BF: UNION COUNTY,PA,HARRISBURG
19174,PA060DE00,BN: UNION COUNTY,PA,HARRISBURG
19175,PA060SP00,SP: UNION COUNTY,PA,PA
19176,PA0610000,VENANGO CO SO FRANKLIN,PA,FRANKLIN
19177,PA0610100,FRANKLIN PD,PA,FRANKLIN
19178,PA0610200,OIL CITY PD,PA,OIL CITY
19179,PA0610300,POLK PD,PA,POLK
19180,PA0610500,SUGAR CREEK PD FRANKLIN,PA,FRANKLIN
19181,PA0611100,EMLENTON BOROUGH PD EMLENTON,PA,EMLENTON
19182,PA0611400,POLK BOROUGH POLICE DEPARTMENT,PA,POLK
19183,PA0611500,SPR: OIL CREEK,PA,OIL CITY
19184,PA061BF00,BF: VENANGO COUNTY,PA,HARRISBURG
19185,PA061DE00,BN: VENANGO COUNTY,PA,HARRISBURG
19186,PA061SP00,SP: VENANGO COUNTY,PA,FRANKLIN
19187,PA0620000,WARREN CO SO WARREN,PA,WARREN
19188,PA0620100,WARREN PD,PA,WARREN
19189,PA0620200,CONEWANGO TWP PD WARREN,PA,WARREN
19190,PA0620300,SHEFFIELD TWP PD SHEFFIELD,PA,SHEFFIELD
19191,PA0620500,TIDIOUTE PD,PA,TIDIOUTE
19192,PA0620600,YOUNGSVILLE PD,PA,YOUNGSVILLE
19193,PA0620700,,PA,WARREN
19194,PA0620800,MEAD TOWNSHIP PD CLARENDON,PA,CLARENDON
19195,PA0620900,CLARENDON PD,PA,CLARENDON
19196,PA0621200,,PA,CLARENDON
19197,PA062BF00,BF: WARREN COUNTY,PA,HARRISBURG
19198,PA062DE00,BN: WARREN COUNTY,PA,HARRISBURG
19199,PA062SP00,SP: WARREN COUNTY,PA,WARREN
19200,PA0630000,WASHINGTON CO SO WASHINGTON,PA,WASHINGTON
19201,PA0630100,CANONSBURG PD,PA,CANONSBURG
19202,PA0630200,CHARLEROI PD,PA,CHARLEROI
19203,PA0630300,MONONGAHELA PD,PA,MONONGAHELA
19204,PA0630400,PETERS TWP PD MCMURRAY,PA,CANNONSBURG
19205,PA0630500,WASHINGTON PD,PA,WASHINGTON
19206,PA0630600,DONORA PD,PA,DONORA
19207,PA0630700,CALIFORNIA PD,PA,CALIFORNIA
19208,PA0630800,NEW EAGLE,PA,NEW EAGLE
19209,PA0630900,MC DONALD PD,PA,MCDONALD
19210,PA0631000,BENTLEYVILLE PD,PA,BENTLEYVILLE
19211,PA0631100,SPEERS BORO PD BELLE VERNON,PA,CHARLEROI
19212,PA0631200,BEALLSVILLE,PA,BEALLSVILLE
19213,PA0631300,BURGETTSTOWN PD,PA,BURGETTSTOWN
19214,PA0631400,CARROLL TOWNSHIP POLICE DEPARTMENT MONONGAHELA,PA,MONONGAHELA
19215,PA0631500,CECIL TWP PD CECIL,PA,CECIL
19216,PA0631600,CENTERVILLE PD BROWNSVILLE,PA,BROWNSVILLE
19217,PA0631700,CHARTIERS TOWNSHIP POLICE DEPARTMENT HOUSTON,PA,HOUSTON
19218,PA0631800,CLAYSVILLE PD,PA,CLAYSVILLE
19219,PA0631900,COAL CENTER PD,PA,COAL CENTER
19220,PA0632000,COKEBURG PD,PA,COKEBURG
19221,PA0632100,DONEGAL TWP PD CLAYSVILLE,PA,CLAYSVILLE
19222,PA0632200,EAST BETHLEHEM TOWNSHIP PD FREDERICKTOWN,PA,FREDERICKTOWN
19223,PA0632300,EAST WASHINGTON PD WASHINGTON,PA,WASHINGTON
19224,PA0632400,FALLOWFIELD TWP PD CHARLEROI,PA,CHARLEROI
19225,PA0632600,HOUSTON PD,PA,HOUSTON
19226,PA0632700,INDEPENDENCE TWP PD INDEPENDENCE,PA,AVELLA
19227,PA0632800,LONG BRANCH PO COAL CENTER,PA,COAL CENTER
19228,PA0632900,NORTH CHARLEROI PD,PA,NORTH CHARLEROI
19229,PA0633000,NORTH FRANKLIN TWP PD WASHINGTON,PA,WASHINGTON
19230,PA0633100,ROSCOE PD,PA,ROSCOE
19231,PA0633200,SMITH TWP PD SLOVAN,PA,SLOVAN
19232,PA0633300,SOUTH STRABANE TWP PD WASHINGTON,PA,WASHINGTON
19233,PA0633400,TWILIGHT PD CHARLEROI,PA,CHARLEROI
19234,PA0633500,UNION TWP PD FINLEYVILLE,PA,GASTONVILLE
19235,PA0633600,WEST BROWNSVILLE PD,PA,WEST BROWNSVILLE
19236,PA0633700,MARIANNA PD,PA,MARIANNA
19237,PA0633800,MIDWAY,PA,MIDWAY
19238,PA0633900,HANOVER TWP PD BURGETTSTOWN,PA,BURGETTSTOWN
19239,PA0634000,MOUNT PLEASANT TWP PD HICKORY,PA,HICKORY
19240,PA0634100,NORTH STRABANE TOWNSHIP PD CANONSBURG,PA,CANNONSBURG
19241,PA0634400,CALIFORNIA UNIVERSITY CAMPUS PD CALIFORNIA,PA,CALIFORNIA
19242,PA0634500,WEST ALEXANDER BORO PD WEST ALEXANDER,PA,WEST ALEXANDER
19243,PA0634600,ELL-CO REGIONAL POLICE DEPARTMENT,PA,ELLSWORTH
19244,PA0634700,ROBINSON TWP PD BULGER,PA,MCDONALD
19245,PA0634900,RESA REGIONAL POLICE DEPARTMENT STOCKDALE,PA,STOCKDALE
19246,PA0635000,WEST PIKE RUN TWP PD DAISYTOWN,PA,DAISYTOWN
19247,PA0635300,JEFFERSON TOWNSHIP,PA,BURGETTSTOWN
19248,PA0635400,NORTH BETHLEHEM TWP PD SCENERY HILL,PA,COKEBURG
19249,PA063560X,WASHINGTON COUNTY ALT ED,PA,
19250,PA063570X,FORT CHERRY SCHOOL DISTR,PA,
19251,PA0635900,SW REGNL (WASHINGTON CO),PA,BELLE VERNON
19252,PA0636000,CHARELROI REGIONAL,PA,CHARELORI
19253,PA063BF00,BF: WASHINGTON COUNTY,PA,HARRISBURG
19254,PA063DE00,BN: WASHINGTON COUNTY,PA,HARRISBURG
19255,PA063SP00,SP: WASHINGTON COUNTY,PA,WASHINGTON
19256,PA0640000,WAYNE CO SO HONESDALE,PA,HONESDALE
19257,PA0640100,HONESDALE PD,PA,HONESDALE
19258,PA0640200,HAWLEY PD,PA,HAWLEY
19259,PA0640300,WAYMART PD,PA,WAYMART
19260,PA0640400,LEHIGH TWP GOULDSBORO,PA,GOULDSBORO
19261,PA0640500,COUNTY DET: WAYNE COUNTY,PA,HONESDALE
19262,PA0640600,DREHER TWP PD NEWFOUNDLAND,PA,NEWFOUNDLAND
19263,PA064BF00,BF: WAYNE COUNTY,PA,HARRISBURG
19264,PA064DE00,BN: WAYNE COUNTY,PA,HARRISBURG
19265,PA064SP00,SP: WAYNE COUNTY,PA,HONESDALE
19266,PA0650000,WESTMORELAND CO SO GREENSBURG,PA,GREENSBURG
19267,PA0650100,MURRYSVILLE BOROUGH PD MURRYSVILLE,PA,MURRYSVILLE
19268,PA0650200,GREENSBURG PD,PA,GREENSBURG
19269,PA0650300,IRWIN PD,PA,IRWIN
19270,PA0650400,JEANNETTE PD,PA,JEANNETTE
19271,PA0650500,LATROBE PD,PA,LATROBE
19272,PA0650600,LOWER BURRELL PD,PA,LOWER BURRELL
19273,PA0650700,MONESSEN PD,PA,MONESSEN
19274,PA0650800,MOUNT PLEASANT PD,PA,MOUNT PLEASANT
19275,PA0650900,NORTH HUNTINGDON TWP PD NORTH HUNTINGDON,PA,NORTH HUNTINGDON
19276,PA0651000,NEW KENSINGTON PD,PA,NEW KENSINGTON
19277,PA0651100,PENN TWP PD IRWIN,PA,HARRISON CITY
19278,PA0651200,SCOTTDALE PD,PA,SCOTTDALE
19279,PA0651300,VANDERGRIFT PD,PA,VANDERGRIFT
19280,PA0651400,ARNOLD PD,PA,NEW KENSINGTON
19281,PA0651500,DERRY PD,PA,DERRY
19282,PA0651600,HEMPFIELD TWP,PA,
19283,PA0651700,LIGONIER TWP PD LIGONIER,PA,LIGONIER
19284,PA0651800,LOYALHANNA TWP PD SALTSBURG,PA,SALTSBURG
19285,PA0651900,NORTH BELLE VERNON PD BELLE VERNON,PA,BELLE VERNON
19286,PA0652000,SALEM TWP PD GREENSBURG,PA,NEW ALEXANDRIA
19287,PA0652100,SOUTH GREENSBURG PD GREENSBURG,PA,GREENSBURG
19288,PA0652200,SOUTH HUNTINGDON TWP PD WEST NEWTON,PA,WEST NEWTON
19289,PA0652300,SOUTHWEST GREENSBURG PD GREENSBURG,PA,GREENSBURG
19290,PA0652400,TRAFFORD PD,PA,TRAFFORD
19291,PA0652500,WEST NEWTON PD,PA,WEST NEWTON
19292,PA0652600,YOUNGWOOD PD,PA,YOUNGWOOD
19293,PA0652700,LIGONIER PD,PA,LIGONIER
19294,PA0652800,ALLEGHENY TWP PD LEECHBURG,PA,LEECHBURG
19295,PA0652900,AVONMORE PD,PA,AVONMORE
19296,PA0653000,BOLIVAR PD,PA,BOLIVAR
19297,PA0653300,NEW FLORENCE,PA,NEW FLORENCE
19298,PA0653400,NORTH IRWIN,PA,NORTH IRWIN
19299,PA0653500,PENN PD,PA,PENN
19300,PA0653600,SEWARD PD,PA,SEWARD
19301,PA0653700,UPPER BURRELL TWP PD NEW KENSINGTON,PA,NEW KENSINGTON
19302,PA0653800,DELMONT PD,PA,DELMONT
19303,PA0653900,EAST VANDERGRIFT PD,PA,EAST VANDERGRIFT
19304,PA0654000,MANOR PD,PA,MANOR
19305,PA0654200,WEST LEECHBURG,PA,WEST LEECHBURG
19306,PA0654300,HEMPFIELD TWP PD,PA,GREENSBURG
19307,PA0654400,CO DETECTIVE BU GREENSBURG,PA,GREENSBURG
19308,PA0654500,ROSTRAVER TOWNSHIP POLICE DEPARTMENT,PA,ROSTRAVER
19309,PA0654700,SETON HILL COLLEGE CAMPUS GREENSBURG,PA,GREENSBURG
19310,PA0654900,WASHINGTON TOWNSHIP POLICE DEPARTMENT APOLLO,PA,APOLLO
19311,PA0655100,HYDE PARK PD,PA,HYDE PARK
19312,PA0655200,WESTMORELAND COUNTY PARK POLICE GREENSBURG,PA,GREENSBURG
19313,PA0655300,SAINT CLAIR TWP PD SEWARD,PA,SEWARD
19314,PA0655500,BELL TOWNSHIP,PA,SALINA
19315,PA0655600,UNIV OF PITT: GREENSBURG,PA,GREENSBURG
19316,PA0655800,SUTERSVILLE PD,PA,SUTERSVILLE
19317,PA0656000,SPR: KEYSTONE,PA,DERRY
19318,PA0656100,SPR: LINN RUN,PA,RECTOR
19319,PA0656300,SMITHTON BOROUGH POLICE DEPARTMENT,PA,SMITHTON
19320,PA0656800,,PA,NEW KENSINGTON
19321,PA065BF00,BF: WESTMORELAND COUNTY,PA,HARRISBURG
19322,PA065DE00,BN: WESTMORELAND COUNTY,PA,HARRISBURG
19323,PA065SP00,SP: WESTMORELAND COUNTY,PA,PA
19324,PA0660000,WYOMING CO SO TUNKHANNOCK,PA,TUNKHANNOCK
19325,PA0660100,FACTORYVILLE PD,PA,FACTORYVILLE
19326,PA0660200,MESHOPPEN PD,PA,MESHOPPEN
19327,PA0660300,NICHOLSON PD,PA,NICHOLSON
19328,PA0660400,TUNKHANNOCK PD,PA,TUNKHANNOCK
19329,PA0660500,COUNTY DET: WYOMING CNTY,PA,TUNKAHANNOCK
19330,PA0660600,MEHOOPANY TWP MEHOOPANY,PA,MEHOOPANY
19331,PA0660800,FALLS TWP POLICE DEPARTMENT FALLS,PA,FALLS
19332,PA0660900,LACEYVILLE PD,PA,LACEYVILLE
19333,PA0661100,OVERFIELD TWP PD LAKE WINOLA,PA,LAKE WINOLA
19334,PA0661200,TUNKHANNOCK TWP PD TUNKHANNOCK,PA,TUNKHANNOCK
19335,PA066BF00,BF: WYOMING COUNTY,PA,HARRISBURG
19336,PA066DE00,BN: WYOMING COUNTY,PA,HARRISBURG
19337,PA066SP00,SP: WYOMING COUNTY,PA,TUNKHANNOCK
19338,PA0670000,YORK COUNTY SHERIFF'S OFFICE,PA,YORK
19339,PA0670100,HANOVER PD,PA,HANOVER
19340,PA0670200,YORK PD,PA,YORK
19341,PA0670300,SPRING GARDEN TWP PD YORK,PA,YORK
19342,PA0670400,SPRINGETTSBURY TWP PD YORK,PA,YORK
19343,PA0670500,DALLASTOWN PD,PA,DALLASTOWN
19344,PA0670600,FAIRVIEW TWP PD NEW CUMBERLAND,PA,NEW CUMBERLAND
19345,PA0670700,SPR: CODORUS,PA,HANOVER
19346,PA0670800,RED LION PD,PA,RED LION
19347,PA0670900,WEST MANCHESTER TWP PD YORK,PA,YORK
19348,PA0671000,WEST YORK PD YORK,PA,YORK
19349,PA0671100,SPR: GUIFFORD PINCHOT,PA,LEWISBERRY
19350,PA0671200,CONEWAGO TWP PD MANCHESTER,PA,YORK
19351,PA0671400,DILLSBURG PD,PA,DILLSBURG
19352,PA0671500,NORTHERN YORK CO REGIONAL PD DOVER,PA,DOVER
19353,PA0671600,NORTHEASTERN REGIONAL PD MOUNT WOLF,PA,MOUNT WOLF
19354,PA0671700,FRANKLIN TOWNSHIP PD,PA,DILLSBURG
19355,PA0671900,HELLAM PD,PA,WRIGHTSVILLE
19356,PA0672000,HELLAM TOWNSHIP POLICE DEPARTMENT YORK,PA,YORK
19357,PA0672100,JACKSON TWP PD SPRING GROVE,PA,SPRING GROVE
19358,PA0672300,NEW FREEDOM PD,PA,SHREWSBURY
19359,PA0672500,SOUTHWESTERN REGIONAL PD SPRING GROVE,PA,SPRING GROVE
19360,PA0672600,NORTH YORK PD,PA,YORK
19361,PA0672700,WEST MANHEIM TWP PD HANOVER,PA,HANOVER
19362,PA0672800,WINDSOR PD,PA,RED LION
19363,PA0672900,WINDSOR TWP PD RED LION,PA,RED LION
19364,PA0673000,WRIGHTSVILLE BORO POLICE DEPARTMENT,PA,WRIGHTSVILLE
19365,PA0673100,YOE PD,PA,YORK
19366,PA0673200,YORK AREA REGIONAL POLICE DEPARTMENT,PA,YORK
19367,PA0673500,GLEN ROCK PD,PA,GLEN ROCK
19368,PA0673600,MOUNT WOLF PD,PA,MOUNT WOLF
19369,PA0674000,PARADISE TWP PD,PA,ABBOTTSTOWN
19370,PA0674100,PENN TWP PD HANOVER,PA,HANOVER
19371,PA0674300,STEWARTSTOWN PD,PA,STEWARTSTOWN
19372,PA0674500,CO DETECTIVE BU YORK,PA,YORK
19373,PA0674600,CARROLL TOWNSHIP POLICE DEPARTMENT,PA,DILLSBURG
19374,PA0674700,NEWBERRY TOWNSHIP POLICE DEPARTMENT ETTERS,PA,ETTERS
19375,PA0674800,SOUTHERN REGIONAL POLICE DEPARTMENT NEW FREEDOM,PA,NEW FREEDOM
19376,PA0675000,DOVER TWP PD DOVER,PA,DOVER
19377,PA0675100,NORTH HOPEWELL TOWNSHIP,PA,FELTON
19378,PA0675300,JACOBUS PD,PA,JACOBUS
19379,PA0675800,MANCHESTER PD,PA,MANCHESTER
19380,PA0676000,LOWER WINDSOR TWP PD WRIGHTSVILLE,PA,WRIGHTSVILLE
19381,PA067610X,DOVER BOROUGH,PA,
19382,PA067620X,MANCHESTER TOWNSHIP,PA,
19383,PA067630X,FELTON BORO,PA,
19384,PA0676400,,PA,YORK
19385,PA0676500,,PA,
19386,PA067BF00,BF: YORK COUNTY,PA,HARRISBURG
19387,PA067DE00,BN: YORK COUNTY,PA,HARRISBURG
19388,PA06BCI0X,SP BCI: BERKS COUNTY,PA,
19389,PA07BCI0X,SP BCI: BLAIR COUNTY,PA,
19390,PA08BCI0X,SP BCI: BRADFORD COUNTY,PA,
19391,PA09BCI0X,SP BCI: BUCKS COUNTY,PA,
19392,PA10BCI0X,SP BCI: BUTLER COUNTY,PA,
19393,PA11BCI0X,SP BCI: CAMBRIA COUNTY,PA,
19394,PA12BCI0X,SP BCI: CAMERON COUNTY,PA,
19395,PA13BCI0X,SP BCI: CARBON COUNTY,PA,
19396,PA14BCI0X,SP BCI: CENTRE COUNTY,PA,
19397,PA15BCI0X,SP BCI: CHESTER COUNTY,PA,
19398,PA16BCI0X,SP BCI: CLARION COUNTY,PA,
19399,PA17BCI0X,SP BCI: CLEARFIELD COUNT,PA,
19400,PA18BCI0X,SP BCI: CLINTON COUNTY,PA,
19401,PA19BCI0X,SP BCI: COLUMBIA COUNTY,PA,
19402,PA20BCI0X,SP BCI: CRAWFORD COUNTY,PA,
19403,PA21BCI0X,SP BCI: CUMBERLAND CNTY,PA,
19404,PA22BCI0X,SP BCI: DAUPHIN COUNTY,PA,
19405,PA23BCI0X,SP BCI: DELAWARE COUNTY,PA,
19406,PA24BCI0X,SP BCI: ELK COUNTY,PA,
19407,PA25BCI0X,SP BCI: ERIE COUNTY,PA,
19408,PA26BCI0X,SP BCI: FAYETTE COUNTY,PA,
19409,PA27BCI0X,SP BCI: FOREST COUNTY,PA,
19410,PA28BCI0X,SP BCI: FRANKLIN COUNTY,PA,
19411,PA29BCI0X,SP BCI: FULTON COUNTY,PA,
19412,PA30BCI0X,SP BCI: GREENE COUNTY,PA,
19413,PA31BCI0X,SP BCI: HUNTINGDON COUNT,PA,
19414,PA32BCI0X,SP BCI: INDIANA COUNTY,PA,
19415,PA33BCI0X,SP BCI: JEFFERSON COUNTY,PA,
19416,PA34BCI0X,SP BCI: JUNIATA COUNTY,PA,
19417,PA35BCI0X,SP BCI: LACKAWANNA CNTY,PA,
19418,PA36BCI0X,SP BCI: LANCASTER COUNTY,PA,
19419,PA37BCI0X,SP BCI: LAWRENCE COUNTY,PA,
19420,PA38BCI0X,SP BCI: LEBANON COUNTY,PA,
19421,PA39BCI0X,SP BCI: LEHIGH COUNTY,PA,
19422,PA40BCI0X,SP BCI: LUZERNE COUNTY,PA,
19423,PA41BCI0X,SP BCI: LYCOMING COUNTY,PA,
19424,PA42BCI0X,SP BCI: MCKEAN COUNTY,PA,
19425,PA43BCI0X,SP BCI: MERCER COUNTY,PA,
19426,PA44BCI0X,SP BCI: MIFFLIN COUNTY,PA,
19427,PA45BCI0X,SP BCI: MONROE COUNTY,PA,
19428,PA46BCI0X,SP BCI: MONTGOMERY CNTY,PA,
19429,PA47BCI0X,SP BCI: MONTOUR COUNTY,PA,
19430,PA48BCI0X,SP BCI: NORTHAMPTON CNTY,PA,
19431,PA49BCI0X,SP BCI: NORTHUMBERLAND C,PA,
19432,PA50BCI0X,SP BCI: PERRY COUNTY,PA,
19433,PA51BCI0X,SP BCI: PHILADELPHIA CTY,PA,
19434,PA52BCI0X,SP BCI: PIKE COUNTY,PA,
19435,PA53BCI0X,SP BCI: POTTER COUNTY,PA,
19436,PA54BCI0X,SP BCI: SCHUYLKILL CNTY,PA,
19437,PA55BCI0X,SP BCI: SNYDER COUNTY,PA,
19438,PA56BCI0X,SP BCI: SOMERSET COUNTY,PA,
19439,PA57BCI0X,SP BCI: SULLIVAN COUNTY,PA,
19440,PA58BCI0X,SP BCI: SUSQUEHANNA CNTY,PA,
19441,PA59BCI0X,SP BCI: TIOGA COUNTY,PA,
19442,PA60BCI0X,SP BCI: UNION COUNTY,PA,
19443,PA61BCI0X,SP BCI: VENANGO COUNTY,PA,
19444,PA62BCI0X,SP BCI: WARREN COUNTY,PA,
19445,PA63BCI0X,SP BCI: WASHINGTON CNTY,PA,
19446,PA64BCI0X,SP BCI: WAYNE COUNTY,PA,
19447,PA65BCI0X,SP BCI: WESTMORELAND CTY,PA,
19448,PA66BCI0X,SP BCI: WYOMING COUNTY,PA,
19449,PA67BCI0X,SP BCI: YORK COUNTY,PA,
19450,PAATF0100,,FS,
19451,PAATF0500,,FS,
19452,PAATF0600,,FS,
19453,PAATF0700,,FS,
19454,PAATFPH00,,FS,
19455,PADI00200,WESTERN PENNA GROUP,PA,
19456,PADI00300,EISENHOWER NHS,PA,
19457,PADI00400,GETTYSBURG NMP-NC,PA,
19458,PADI00500,HOPEWELL VILLAGE NHS,PA,
19459,PADI00600,INDEPENDENCE NHP,PA,
19460,PADI00700,DELAWARE WATER GAP NRA,PA,
19461,PADI00800,VALLEY FORGE NHP,PA,
19462,PAFBIPG00,"FEDERAL BUREAU OF INVESTIGATION, PITTSBURGH",FS,
19463,PAFBIPH00,"FBI, PHILADELPHIA",FS,
19464,PAGEA0700,PA STATE POLICE GAMING ENFORCEMENT,PA,BETHLEHEM
19465,PAPEP0000,PHILADELPHIA POLICE DEPARTMENT POLICE ADMIN,PA,PHILADELPHIA
19466,PAPPD0000,PD PITTSBURGH,PA,PITTSBURGH
19467,PAPSP0000,SP HDQ HARRISBURG,PA,HARRISBURG
19468,PAPSP0200,"STATE POLICE, AVONDALE",PA,
19469,PAPSP0300,"STATE POLICE, BEAVER",PA,
19470,PAPSP0400,"STATE POLICE, BEDFORD",PA,
19471,PAPSP1100,"STATE POLICE, FINDLAY STATION",PA,
19472,PAPSP1800,"STATE POLICE, NEWPORT",PA,
19473,PAPSP1A00,"STATE POLICE, HARRISBURG",PA,
19474,PAPSP2200,"STATE POLICE, EBENSBURG",PA,
19475,PAPSP2500,"STATE POLICE, ERIE",PA,
19476,PAPSP2700,"STATE POLICE, EMBREEVILLE/COATESVILLE",PA,
19477,PAPSP3000,"STATE POLICE, FRANKLIN",PA,
19478,PAPSP3400,,PA,
19479,PAPSP4700,"STATE POLICE, LANCASTER",PA,
19480,PAPSP5300,,PA,
19481,PAPSP5600,"STATE POLICE, MEDIA",PA,
19482,PAPSP5700,"STATE POLICE, MERCER",PA,
19483,PAPSP6200,,PA,
19484,PAPSP7200,,PA,
19485,PAPSP8000,"STATE POLICE, SOMERSET",PA,
19486,PAPSP9100,"STATE POLICE, PITTSBURGH",PA,
19487,PAPSP9400,SP YORK,PA,
19488,PR0012000,"PR DEPT OF ENVIR. & NATURAL RESOURCES, SAN JUAN",PR,
19489,PR0016200,,PR,
19490,PR0017900,,PR,
19491,PR002071J,"PR COURT ADMINISTRATION, SAN JUAN",PR,
19492,PR0070300,CATANO PD,PR,
19493,PR0070500,"POLICE OF PUERTO RICO, HATO REY",PR,
19494,PR0071800,CAROLINA MUNICIPAL PD,PR,
19495,PRATF0100,,FS,
19496,PRDI00100,SAN JUAN NHS,PR,
19497,PRFBISJ00,,FS,
19498,PRPPR0000,PUERTO RICO HEADQUARTERS SAN JUAN,PR,SAN JUAN
